Date,Open,High,Low,Close,Adj Close,Volume
2017-11-06,0.025160,0.035060,0.022591,0.023977,0.023977,38295450
2017-11-13,0.024364,0.028478,0.023495,0.028084,0.028084,30434130
2017-11-20,0.028152,0.039855,0.026963,0.036332,0.036332,74265880
2017-11-27,0.036619,0.146906,0.036619,0.131807,0.131807,829914388
2017-12-04,0.131546,0.145946,0.099136,0.110281,0.110281,453264804
2017-12-11,0.108927,0.592417,0.108638,0.513011,0.513011,1886958724
2017-12-18,0.511939,0.589589,0.293641,0.390029,0.390029,1186154312
2017-12-25,0.392330,0.777385,0.362807,0.719695,0.719695,1598927288
2018-01-01,0.718847,1.327210,0.671941,1.008520,1.008520,2722508048
2018-01-08,0.999329,0.999329,0.572500,0.802262,0.802262,1779148000
2018-01-15,0.795761,0.884506,0.440620,0.613163,0.613163,7776007040
2018-01-22,0.614983,0.683023,0.520013,0.670286,0.670286,3710111040
2018-01-29,0.669373,0.669373,0.274734,0.379303,0.379303,5357531952
2018-02-05,0.385044,0.462766,0.266523,0.369769,0.369769,4708104000
2018-02-12,0.372595,0.428074,0.359920,0.385618,0.385618,1901234032
2018-02-19,0.386930,0.404329,0.314411,0.344033,0.344033,1505776976
2018-02-26,0.345272,0.346955,0.286193,0.300787,0.300787,925014000
2018-03-05,0.299897,0.317723,0.191804,0.223498,0.223498,1208930984
2018-03-12,0.224104,0.237342,0.127046,0.156155,0.156155,999748584
2018-03-19,0.160749,0.227502,0.156935,0.184605,0.184605,1371732408
2018-03-26,0.183960,0.185421,0.136317,0.150768,0.150768,722563800
2018-04-02,0.151691,0.179172,0.141830,0.156599,0.156599,678018000
2018-04-09,0.157094,0.223444,0.147478,0.221390,0.221390,1242226500
2018-04-16,0.221889,0.307552,0.211808,0.285535,0.285535,2426733984
2018-04-23,0.285558,0.387901,0.259865,0.365057,0.365057,2574353000
2018-04-30,0.364297,0.389749,0.323701,0.350021,0.350021,1696802016
2018-05-07,0.349948,0.349948,0.241278,0.285890,0.285890,1398674992
2018-05-14,0.285852,0.286088,0.234781,0.256136,0.256136,689784808
2018-05-21,0.256130,0.261169,0.192322,0.193557,0.193557,618375000
2018-05-28,0.193696,0.236761,0.174002,0.228154,0.228154,1069159200
2018-06-04,0.228155,0.231228,0.171129,0.176868,0.176868,655212704
2018-06-11,0.176262,0.182888,0.151204,0.161380,0.161380,623442904
2018-06-18,0.161122,0.169903,0.121962,0.132703,0.132703,441046804
2018-06-25,0.132321,0.145731,0.114674,0.142208,0.142208,449136300
2018-07-02,0.142591,0.166687,0.138639,0.145389,0.145389,595862892
2018-07-09,0.145345,0.146111,0.123154,0.142262,0.142262,390835396
2018-07-16,0.142277,0.192930,0.140978,0.170277,0.170277,1245362104
2018-07-23,0.169526,0.179393,0.156660,0.163313,0.163313,748996908
2018-07-30,0.163234,0.163234,0.124545,0.131721,0.131721,487563400
2018-08-06,0.130919,0.136404,0.109195,0.112970,0.112970,462056400
2018-08-13,0.113183,0.115714,0.086951,0.102437,0.102437,566333400
2018-08-20,0.102243,0.103728,0.088088,0.093338,0.093338,298332600
2018-08-27,0.093178,0.108924,0.092522,0.104432,0.104432,453816100
2018-09-03,0.104650,0.106509,0.075026,0.076643,0.076643,404899600
