Date,Open,High,Low,Close,Adj Close,Volume
2016-05-30,4.632640,4.902470,4.585070,4.812910,4.812910,25225780
2016-06-06,4.814460,5.455440,4.674780,5.333580,5.333580,47844940
2016-06-13,5.414650,5.946370,5.097360,5.593780,5.593780,55025600
2016-06-20,5.625190,5.625190,3.466070,4.074310,4.074310,58703650
2016-06-27,4.051530,4.660930,4.028350,4.253290,4.253290,41986490
2016-07-04,4.272690,4.557790,3.953990,4.099830,4.099830,33616370
2016-07-11,4.121180,4.211740,4.061300,4.189890,4.189890,15097590
2016-07-18,4.199390,4.204440,4.026180,4.070670,4.070670,12558540
2016-07-25,4.072620,4.096100,3.930990,4.013820,4.013820,12712020
2016-08-01,4.062910,4.062910,3.519130,3.780320,3.780320,15368700
2016-08-08,3.774510,3.807340,3.612570,3.650210,3.650210,14441710
2016-08-15,3.648290,3.682470,3.569780,3.615070,3.615070,13489030
2016-08-22,3.617420,4.005170,3.604520,3.739830,3.739830,33749330
2016-08-29,3.737660,4.040320,3.737660,4.014440,4.014440,18147800
2016-09-05,4.021540,4.126530,3.853500,3.855450,3.855450,14571252
2016-09-12,3.870340,4.092230,3.791080,4.043400,4.043400,12749430
2016-09-19,4.042620,4.199060,3.760750,3.808380,3.808380,14399410
2016-09-26,3.799990,3.876090,3.795740,3.842310,3.842310,12366640
2016-10-03,3.850150,3.865870,3.809370,3.815130,3.815130,9514270
2016-10-10,3.823210,3.924990,3.745580,3.885450,3.885450,16366850
2016-10-17,3.892240,4.232120,3.760760,3.917780,3.917780,18836150
2016-10-24,3.920200,4.102530,3.867140,4.034010,4.034010,32145710
2016-10-31,4.037080,4.182910,3.814910,3.889250,3.889250,26130960
2016-11-07,3.888330,3.938640,3.691940,3.878000,3.878000,18590540
2016-11-14,3.878890,4.072870,3.857990,3.921940,3.921940,20291000
2016-11-21,3.932120,3.972630,3.878890,3.882930,3.882930,14247780
2016-11-28,3.897740,3.961330,3.868850,3.899610,3.899610,14279190
2016-12-05,3.884440,3.922650,3.327810,3.637960,3.637960,25133990
2016-12-12,3.640730,3.712520,3.586690,3.676950,3.676950,15862790
2016-12-19,3.677210,4.772010,3.643020,4.347220,4.347220,57856370
2016-12-26,4.346540,4.666660,4.277160,4.511590,4.511590,69030720
2017-01-02,4.520450,4.945860,3.613590,3.994580,3.994580,95030100
2017-01-09,3.996980,4.682450,3.780280,3.925840,3.925840,82938460
2017-01-16,3.922040,3.957400,3.783990,3.842940,3.842940,30163120
2017-01-23,3.856130,3.867160,3.688620,3.852100,3.852100,29194460
2017-01-30,3.856230,4.131660,3.855960,4.042920,4.042920,59032050
2017-02-06,4.057980,4.083060,3.698480,3.764370,3.764370,53822670
2017-02-13,3.768230,3.839470,3.703990,3.762260,3.762260,25303330
2017-02-20,3.768650,3.880130,3.749620,3.826720,3.826720,29073430
2017-02-27,3.813430,4.111030,3.761190,3.901560,3.901560,35370500
2017-03-06,3.872240,3.926600,3.729480,3.842570,3.842570,31627510
2017-03-13,3.847440,4.383710,3.832420,3.956410,3.956410,79017460
2017-03-20,3.950480,4.130700,3.889950,4.060740,4.060740,42682480
2017-03-27,4.066390,7.944150,4.043580,7.744500,7.744500,454386228
2017-04-03,7.744620,11.453800,7.242120,8.709850,8.709850,899738996
2017-04-10,8.721000,11.061600,8.185080,10.714900,10.714900,481948504
2017-04-17,10.595700,14.406300,9.588920,13.939100,13.939100,755229696
2017-04-24,13.964000,16.072701,13.331300,15.705600,15.705600,395072800
2017-05-01,15.708100,31.368601,14.875700,30.291100,30.291100,1116784484
2017-05-08,30.372400,37.328602,24.489201,28.893000,28.893000,1262756568
2017-05-15,28.894501,29.005301,20.795401,26.298201,26.298201,751841712
2017-05-22,26.141500,36.214901,20.097900,24.220600,24.220600,2632364032
2017-05-29,24.324900,29.888201,23.184299,27.939301,27.939301,1983130016
2017-06-05,28.090000,33.560699,27.879999,33.216301,33.216301,1967339968
2017-06-12,33.230499,49.299599,27.312700,46.041599,46.041599,4378916096
2017-06-19,46.161999,53.550999,43.054298,43.924400,43.924400,4000528096
2017-06-26,44.036999,44.345200,36.199501,41.567600,41.567600,2549233056
2017-07-03,41.478500,56.034698,40.970600,49.580502,49.580502,4651389024
2017-07-10,49.908798,50.534801,36.384800,40.912899,40.912899,2413484000
2017-07-17,41.189201,47.447498,40.172298,44.055901,44.055901,1974640968
2017-07-24,44.159599,44.811501,35.941502,40.422001,40.422001,891189712
2017-07-31,40.340302,47.301300,38.947701,45.103001,45.103001,1154552600
2017-08-07,45.171700,50.226398,44.325901,45.812801,45.812801,1209162984
2017-08-14,45.832298,47.859501,42.294300,46.230999,46.230999,1132872008
2017-08-21,46.189800,64.442299,45.476398,61.158798,61.158798,2382995008
2017-08-28,61.363400,92.065201,59.867599,76.843002,76.843002,5316084064
2017-09-04,76.732101,81.055000,57.064400,61.613499,61.613499,5224094048
2017-09-11,61.646599,70.252998,32.030998,48.490200,48.490200,4506409936
2017-09-18,48.530201,55.883301,45.188999,47.618301,47.618301,1527227120
2017-09-25,47.619900,56.671299,47.571701,54.543301,54.543301,1222865000
2017-10-02,54.546902,54.784801,50.440498,53.142601,53.142601,543041596
2017-10-09,53.082500,70.093803,48.472500,65.467400,65.467400,1765710580
2017-10-16,65.718300,66.335800,53.793701,56.807899,56.807899,1237429416
2017-10-23,56.770699,59.101299,52.872398,57.106400,57.106400,861045008
2017-10-30,56.840199,58.549599,50.850498,54.746399,54.746399,880469200
2017-11-06,54.759201,66.838303,53.945702,59.005402,59.005402,2052605040
2017-11-13,59.175800,72.980797,58.848701,71.589302,71.589302,1791978992
2017-11-20,71.413002,89.367203,68.109398,85.926804,85.926804,2026523984
2017-11-27,85.889702,106.390999,78.075401,101.263000,101.263000,3415208960
2017-12-04,101.396004,171.550995,92.271698,148.660004,148.660004,6892519904
2017-12-11,148.257996,341.795013,147.341003,318.718994,318.718994,20995229824
2017-12-18,318.953003,375.286011,187.477005,275.980011,275.980011,13190609792
2017-12-25,277.493988,290.944000,208.197006,232.095993,232.095993,8124667136
2018-01-01,231.666000,323.114990,222.203003,288.450989,288.450989,13598662208
2018-01-08,287.725006,289.069000,223.003006,238.675003,238.675003,6750822976
2018-01-15,237.289001,245.003998,141.007004,190.421005,190.421005,5930699936
2018-01-22,191.789993,195.246002,165.725998,193.865005,193.865005,2705567968
2018-01-29,193.751007,194.386002,105.346001,148.024994,148.024994,4149256992
2018-02-05,148.727005,169.328995,106.944000,148.990005,148.990005,5474355968
2018-02-12,150.104004,237.876999,150.104004,215.735992,215.735992,8664419040
2018-02-19,215.414993,253.897995,184.070007,220.475006,220.475006,7709048064
2018-02-26,222.138000,234.417007,201.542007,213.798996,213.798996,5477081088
2018-03-05,213.740005,215.977997,160.425995,188.945999,188.945999,4862890944
2018-03-12,189.016006,193.339996,138.018005,154.074005,154.074005,3517377024
2018-03-19,155.475006,175.261002,151.662994,160.084000,160.084000,2745015008
2018-03-26,160.164993,160.994003,110.257004,115.222000,115.222000,2635477056
2018-04-02,115.237000,136.447006,112.787003,117.670998,117.670998,1960809024
2018-04-09,117.782997,133.039993,112.517998,132.044998,132.044998,2271902992
2018-04-16,131.968002,156.610001,125.237999,146.774002,146.774002,2926693984
2018-04-23,146.671997,165.942993,142.593002,153.630997,153.630997,3157463008
2018-04-30,153.647003,182.882996,143.938995,171.800003,171.800003,3656760992
2018-05-07,171.759003,171.917007,132.587997,144.587997,144.587997,3238245024
2018-05-14,144.623993,152.154999,129.703003,139.697998,139.697998,2679780000
2018-05-21,139.643997,139.643997,115.889999,117.991997,117.991997,2154332992
2018-05-28,117.930000,127.367996,110.903000,125.500000,125.500000,2173174048
2018-06-04,125.210999,126.325996,104.082001,107.043999,107.043999,2218457024
2018-06-11,106.541000,108.847000,91.288498,96.102600,96.102600,2187769024
2018-06-18,95.773499,100.820000,74.288101,80.777100,80.777100,2438580992
2018-06-25,80.366600,86.072899,73.172699,80.242897,80.242897,2183632016
2018-07-02,80.267700,89.276802,78.688202,82.396004,82.396004,1966468000
2018-07-09,82.544098,83.257797,75.310600,78.939003,78.939003,1821533024
2018-07-16,78.959602,93.649902,78.214798,83.156197,83.156197,2112472960
2018-07-23,83.231499,89.922401,81.931999,84.084099,84.084099,2248679008
2018-07-30,84.153999,84.712898,72.689598,74.589401,74.589401,2047043000
2018-08-06,75.061600,76.585899,55.672699,59.328098,59.328098,1943946000
2018-08-13,59.483700,62.034000,51.158501,57.938999,57.938999,1678903000
2018-08-20,57.908401,59.011398,53.771599,57.334099,57.334099,1454515000
2018-08-27,57.259300,67.250702,56.927898,65.649399,65.649399,1751509000
2018-09-03,65.817596,68.977203,52.584202,54.924198,54.924198,2010366000
2018-09-10,54.993698,58.439098,47.667500,56.972698,56.972698,1951238000
2018-09-17,57.020100,63.187000,50.999500,61.366402,61.366402,2092012000
2018-09-24,61.339298,64.422600,54.737598,61.141899,61.141899,2795250000
2018-10-01,61.098598,61.729698,57.076599,58.160301,58.160301,2880439000
2018-10-08,58.231800,59.824402,50.874599,52.187401,52.187401,2127505000
2018-10-15,52.173801,57.462002,51.914902,52.915798,52.915798,2109173000
2018-10-22,52.784599,53.114201,51.484699,51.937500,51.937500,2013974000
2018-10-29,51.832699,55.136700,48.321400,53.612499,53.612499,2530137000
2018-11-05,53.593300,56.157101,50.248501,51.364899,51.364899,2626622000
2018-11-12,51.477100,51.681301,40.777500,42.327900,42.327900,3032310000
2018-11-19,42.339401,42.339401,27.072701,30.892200,30.892200,3596655000
2018-11-26,30.868700,35.978298,28.383200,33.713150,33.713150,3332532551
2018-12-03,33.810291,33.810291,22.997705,25.947023,25.947023,3170121688
2018-12-10,25.911686,26.725233,22.824781,25.597210,25.597210,2541826596
2018-12-17,25.682781,34.283398,25.682781,33.459675,33.459675,3927903400
2018-12-24,33.473583,36.558315,28.131933,31.976517,31.976517,3234993952
2018-12-31,31.977234,39.959141,30.164322,39.298855,39.298855,3347687080
2019-01-07,39.279751,40.950657,30.127712,30.332897,30.332897,4121314018
2019-01-14,30.378098,33.354145,30.310152,31.176407,31.176407,4005427081
2019-01-21,31.188656,33.950012,30.324675,32.592834,32.592834,4382457545
2019-01-28,32.517124,34.568447,30.437248,33.439255,33.439255,5345165961
2019-02-04,33.464359,47.094070,32.543476,46.827408,46.827408,7501545269
2019-02-11,46.881832,46.881832,41.267056,43.928368,43.928368,7564166698
2019-02-18,43.881950,53.415829,43.656162,44.678593,44.678593,9831653426
2019-02-25,44.575947,49.640739,44.412914,48.380322,48.380322,7959601499
2019-03-04,48.334953,59.285744,45.853374,57.181866,57.181866,13555057276
2019-03-11,57.187702,62.093449,53.495651,61.243778,61.243778,12013476959
2019-03-18,61.284283,62.770649,58.569397,60.223877,60.223877,13265316549
2019-03-25,60.302681,64.109009,58.334938,60.755398,60.755398,13439295885
2019-04-01,60.769836,97.495255,60.413891,92.312370,92.312370,26961287779
2019-04-08,92.327896,93.822845,76.441635,82.937523,82.937523,19813126138
2019-04-15,83.014893,83.848152,75.020210,77.331558,77.331558,17586066930
2019-04-22,77.294411,79.461784,69.080032,69.726799,69.726799,19143177812
2019-04-29,69.784256,82.019585,67.266060,75.984367,75.984367,21376739983
2019-05-06,76.028984,94.544380,72.325294,84.565514,84.565514,25117080697
2019-05-13,84.632576,106.205650,84.299744,95.321198,95.321198,33946150199
2019-05-20,95.339371,112.673218,85.230118,111.418602,111.418602,28389419712
2019-05-27,111.435295,120.691711,105.298332,114.702835,114.702835,31070662840
2019-06-03,114.668709,120.639694,99.294312,115.132301,115.132301,30067227737
2019-06-10,114.995560,142.706406,113.169899,137.122253,137.122253,34748126484
2019-06-17,137.129944,146.434677,129.747147,136.882172,136.882172,29081558563
2019-06-24,136.920868,138.689011,110.665878,122.249115,122.249115,35427686723
2019-07-01,122.114136,126.673798,112.647942,120.320877,120.320877,29833832996
2019-07-08,120.283493,125.082016,88.806900,89.770477,89.770477,27605671667
2019-07-15,89.857735,104.613319,77.497475,99.627586,99.627586,27364754275
2019-07-22,99.557892,100.245117,85.354362,89.769333,89.769333,18679880949
2019-07-29,89.771797,100.257484,88.566010,93.203781,93.203781,18588354494
2019-08-05,93.085281,105.591286,83.136032,89.752670,89.752670,22637526256
2019-08-12,89.702393,89.708679,71.669083,76.269951,76.269951,20386857712
2019-08-19,76.337112,78.508026,70.582108,72.308144,72.308144,17480280407
2019-08-26,72.320229,74.986115,62.614578,66.144722,66.144722,18400153963
2019-09-02,66.113625,71.109383,64.615906,70.549370,70.549370,18428297099
2019-09-09,70.619392,72.672928,67.913399,70.315178,70.315178,17572776767
2019-09-16,70.323318,79.655220,70.111961,72.616119,72.616119,21416750362
2019-09-23,72.613213,74.053101,51.844608,54.319546,54.319546,19284696966
2019-09-30,54.314339,57.565506,53.319054,55.411568,55.411568,15639992226
2019-10-07,55.342026,59.932804,54.445950,56.713997,56.713997,17314906693
2019-10-14,56.718159,57.374565,52.165623,54.934380,54.934380,18499425783
2019-10-21,54.916088,61.874870,48.495190,59.913990,59.913990,24169469279
2019-10-28,59.919800,61.912285,57.603004,58.625191,58.625191,23968006774
2019-11-04,58.595737,64.598618,58.383060,63.841465,63.841465,26078938740
2019-11-11,63.779156,64.339729,57.471153,59.573227,59.573227,21753717955
2019-11-18,59.570045,60.077110,44.734226,44.734226,44.734226,21370880110
2019-11-25,44.769817,49.322281,42.963909,47.711170,47.711170,20114139920
2019-12-02,47.651470,47.810467,44.362118,45.952946,45.952946,18240155031
2019-12-09,45.899914,46.065434,42.761066,43.756828,43.756828,18227658511
2019-12-16,43.784161,43.866947,36.672943,41.965191,41.965191,21924348105
2019-12-23,41.954311,44.449589,39.811573,43.670658,43.670658,21430849546
2019-12-30,43.753933,44.733616,39.450844,43.553207,43.553207,21010840667
2020-01-06,43.603893,51.334717,43.494373,51.080738,51.080738,25163818943
2020-01-13,51.122311,62.889545,48.934132,57.800694,57.800694,32175500050
2020-01-20,57.781528,58.990894,51.364414,56.212715,56.212715,22616075464
2020-01-27,56.275341,73.253731,56.078888,70.231544,70.231544,35200407547
2020-02-03,69.992584,78.201385,66.904259,77.092583,77.092583,35742102807
2020-02-10,77.143051,83.689163,69.575989,75.152588,75.152588,39578391438
2020-02-17,74.968086,79.800308,67.459274,79.536652,79.536652,38822187808
2020-02-24,79.559517,79.559517,56.646225,57.956688,57.956688,38030744089
2020-03-02,57.984009,63.773266,51.728600,51.728600,51.728600,33413494287
2020-03-09,51.638126,52.307636,25.573105,36.437092,36.437092,32525340978
2020-03-16,36.445911,43.326027,30.608006,35.628056,35.628056,25821393049
2020-03-23,35.577431,40.754646,35.416386,37.332542,37.332542,21657816729
2020-03-30,37.264854,41.645641,37.260727,40.670139,40.670139,23763671062
2020-04-06,40.658787,47.201740,40.544903,42.450287,42.450287,27161898383
2020-04-13,42.499252,44.506847,38.601559,42.634750,42.634750,29562436521
2020-04-20,42.674625,45.647766,40.416969,44.689087,44.689087,31279041098
2020-04-27,44.677433,50.921558,43.885460,48.267159,48.267159,33988635678
2020-05-04,48.243027,48.939835,40.574226,42.367626,42.367626,33636866777
2020-05-11,42.358269,44.356815,40.135761,43.640835,43.640835,31566312525
2020-05-18,43.643074,46.244678,41.883862,42.448895,42.448895,22818677461
2020-05-25,42.405674,47.565048,42.099075,45.591885,45.591885,18800173547
2020-06-01,45.574230,49.761257,45.261967,46.668003,46.668003,18582218323
2020-06-08,46.659168,46.903816,42.969040,44.084526,44.084526,14982732558
2020-06-15,44.084526,44.814560,42.093731,43.087444,43.087444,12081424123
2020-06-22,43.109253,44.529106,40.754646,41.408268,41.408268,10336562481
2020-06-29,41.427532,42.190136,40.656460,41.598076,41.598076,9084718067
2020-07-06,41.598076,45.708691,41.495670,44.636101,44.636101,12455936670
2020-07-13,44.636101,45.306725,41.474800,42.552731,42.552731,10580019315
2020-07-20,42.551159,50.378803,41.642338,47.978718,47.978718,12337279115
2020-07-27,47.973759,64.459045,47.521111,56.641445,56.641445,21364848727
2020-08-03,56.624901,60.841263,55.871727,57.139030,57.139030,14809548221
2020-08-10,57.116756,64.289314,52.322857,63.826542,63.826542,19431584100
2020-08-17,63.826542,68.519516,58.288548,60.623260,60.623260,21316845100
2020-08-24,60.623260,62.820099,54.795097,62.725342,62.725342,16366871926
2020-08-31,62.844059,64.183960,46.146461,48.053574,48.053574,18594274493
2020-09-07,48.033924,51.221138,45.621662,48.066036,48.066036,13589001532
2020-09-14,48.049660,50.144680,46.431103,47.100529,47.100529,9956545731
2020-09-21,47.129139,47.649158,42.543270,46.091694,46.091694,12940154268
2020-09-28,46.110626,48.513702,44.201286,46.730106,46.730106,14196620852
2020-10-05,46.742477,51.243946,45.243946,50.727901,50.727901,17513755965
2020-10-12,50.615707,51.524342,46.212376,47.619545,47.619545,16515628995
2020-10-19,47.641457,59.770901,46.685162,58.674801,58.674801,22022396408
2020-10-26,58.674820,60.302204,52.526627,55.587624,55.587624,21197550512
2020-11-02,55.587322,64.402084,51.606560,61.055046,61.055046,22866005635
2020-11-09,61.055016,66.021179,57.597496,62.279922,62.279922,19919634766
2020-11-16,62.279919,88.003593,62.171036,82.704208,82.704208,42723074915
2020-11-23,82.704285,93.576019,65.225349,79.235069,79.235069,45920048266
2020-11-30,79.210464,92.276779,77.067017,83.555336,83.555336,43774888207
2020-12-07,83.545494,86.726448,70.231308,82.000641,82.000641,26363558491
2020-12-14,82.029449,123.755432,79.032356,114.665993,114.665993,53112892512
2020-12-21,114.668312,138.319717,96.269661,127.516968,127.516968,81983253632
2020-12-28,127.588303,163.898636,121.187202,160.190582,160.190582,67055881343
2021-01-04,160.271164,185.780350,143.623962,171.114838,171.114838,86312926302
2021-01-11,171.094833,171.094833,114.956459,142.430817,142.430817,68285570818
2021-01-18,142.434647,165.924301,123.646927,141.477310,141.477310,52563413457
2021-01-25,141.438278,147.150284,118.787514,129.570816,129.570816,44102248238
2021-02-01,129.574600,163.430939,126.350449,151.140076,151.140076,52126264915
2021-02-08,151.107513,229.205154,148.122726,214.430267,214.430267,81427433447
2021-02-15,214.324997,245.957520,192.121246,227.231354,227.231354,70125403402
2021-02-22,227.223816,227.234802,154.799789,164.927170,164.927170,53813178096
2021-03-01,164.983139,196.258942,163.966431,190.759109,190.759109,33657003557
2021-03-08,190.771271,229.373978,180.068420,215.296097,215.296097,39924649821
2021-03-15,215.227280,221.686401,192.191803,196.427750,196.427750,27633736702
2021-03-22,196.429901,198.901260,169.636169,185.028488,185.028488,21323986101
2021-03-29,185.015610,218.240234,183.475006,204.042908,204.042908,25229278361
2021-04-05,204.047775,264.514282,200.928452,253.634460,253.634460,43911069255
2021-04-12,253.176010,335.024536,238.337418,273.098816,273.098816,65049434329
2021-04-19,273.645142,289.329193,212.028168,223.632858,223.632858,53916314543
2021-04-26,223.987137,278.219421,221.910385,269.104370,269.104370,27961849115
2021-05-03,269.008301,388.232788,268.728973,386.450775,386.450775,68044674145
2021-05-10,387.869171,412.960144,280.370667,296.627045,296.627045,58178577540
2021-05-17,296.092438,318.045074,118.642441,143.519363,143.519363,52602668248
2021-05-24,142.802643,208.463501,140.403778,170.978226,170.978226,31651860596
2021-05-31,170.668884,197.684280,164.009384,176.639435,176.639435,19976147199
2021-06-07,176.539307,182.239594,145.668198,170.930878,170.930878,18488960636
2021-06-14,170.854401,181.048035,144.315338,155.092590,155.092590,14482151468
2021-06-21,154.971985,155.493225,105.566292,132.347885,132.347885,17200020803
2021-06-28,132.592697,149.096283,130.304153,144.905853,144.905853,11717992259
2021-07-05,144.849335,144.849335,126.361649,134.245834,134.245834,10238172564
2021-07-12,134.291245,139.665268,117.390495,119.512016,119.512016,10163115636
2021-07-19,119.384407,128.014297,104.325890,127.597977,127.597977,8888263881
2021-07-26,127.651413,149.697403,127.192085,140.735535,140.735535,11727539228
2021-08-02,140.542435,157.438446,135.994553,149.847733,149.847733,11494461019
2021-08-09,149.818512,186.367783,145.444229,184.904297,184.904297,17223831279
2021-08-16,184.776001,189.588257,162.986694,186.313095,186.313095,14149031817
2021-08-23,186.132385,191.382660,165.398911,174.704224,174.704224,15018337932
2021-08-30,174.630814,231.955673,166.140594,231.333984,231.333984,23578669490
2021-09-06,232.101456,232.101456,165.842865,183.234482,183.234482,23785387793
2021-09-13,183.242447,233.056854,171.383850,175.740601,175.740601,27291827190
2021-09-20,175.752609,175.905273,142.441315,150.640869,150.640869,19476053206
2021-09-27,150.863251,174.695221,140.145157,170.609970,170.609970,19545064162
2021-10-04,170.602402,186.700287,162.345032,175.318573,175.318573,22108173697
2021-10-11,175.109528,192.364761,167.444839,183.730530,183.730530,20219511860
2021-10-18,183.801147,214.021576,179.230377,190.905685,190.905685,17145675522
2021-10-25,190.570648,204.652451,174.113342,191.816376,191.816376,16754194227
2021-11-01,192.045029,209.023285,188.389648,202.051315,202.051315,13945461604
2021-11-08,202.302353,294.562866,202.302353,278.007507,278.007507,32980339435
2021-11-15,279.240936,280.728241,200.107254,221.771942,221.771942,19077210685
2021-11-22,221.718384,229.645203,184.106033,199.354218,199.354218,13622396893
2021-11-29,199.590988,218.339645,132.054291,156.409790,156.409790,14595354161
2021-12-06,156.511353,169.355865,141.773041,159.203964,159.203964,9972679977
2021-12-13,159.354431,160.164978,142.025726,153.077637,153.077637,7948597888
2021-12-20,153.260483,166.692398,145.535553,155.992340,155.992340,8386531789
