Date,Open,High,Low,Close,Adj Close,Volume
2017-11-06,112.531998,133.675003,101.757004,123.856003,123.856003,424134600
2017-11-13,128.960007,136.528000,118.504997,129.479004,129.479004,446082696
2017-11-20,129.496002,173.449005,128.485001,163.373993,163.373993,625866004
2017-11-27,162.916000,214.274994,156.531006,200.050995,200.050995,830133304
2017-12-04,199.561996,316.667999,192.042007,245.332993,245.332993,1775041440
2017-12-11,244.951004,365.243988,244.143005,351.372986,351.372986,1540538960
2017-12-18,353.066010,476.398010,255.667999,337.059998,337.059998,2046675984
2017-12-25,339.688995,442.595001,319.609009,349.026001,349.026001,1110387992
2018-01-01,349.549011,495.835999,336.977997,459.330994,459.330994,1361763008
2018-01-08,458.346985,469.704987,346.694000,399.519012,399.519012,1783808000
2018-01-15,396.016998,444.342987,240.356995,345.079010,345.079010,1460448008
2018-01-22,348.910004,356.036987,285.614014,332.166992,332.166992,635959692
2018-01-29,331.774994,336.686005,184.938995,221.046005,221.046005,516802608
2018-02-05,219.039993,271.824005,149.410995,229.485001,229.485001,529514192
2018-02-12,229.867004,334.713013,229.867004,300.118011,300.118011,560870500
2018-02-19,299.704010,339.687012,265.230988,281.023010,281.023010,596219008
2018-02-26,282.282013,374.721008,271.473999,368.973999,368.973999,718555700
2018-03-05,369.062988,379.679993,243.507004,282.351013,282.351013,821896808
2018-03-12,282.433014,287.089996,175.078995,209.632996,209.632996,474835996
2018-03-19,210.334000,235.899994,199.171997,211.783997,211.783997,311710900
2018-03-26,211.785004,212.679993,162.988998,175.507996,175.507996,283849300
2018-04-02,175.869003,191.100006,161.923996,173.970993,173.970993,241823600
2018-04-09,174.054993,203.934006,164.264008,200.621002,200.621002,309886000
2018-04-16,200.496994,283.993011,189.362000,271.302002,271.302002,711247600
2018-04-23,270.808014,298.075989,244.054993,256.871002,256.871002,833403808
2018-04-30,256.346008,259.071991,229.563004,235.490997,235.490997,574619500
2018-05-07,235.742004,235.843002,192.059998,209.576004,209.576004,269758300
2018-05-14,210.190002,219.121002,187.244995,203.445999,203.445999,328792100
2018-05-21,203.830002,203.832993,160.852005,166.082001,166.082001,255023400
2018-05-28,166.233994,176.110001,147.925003,169.354996,169.354996,261179300
2018-06-04,169.065002,171.085999,132.093994,139.511002,139.511002,274865000
2018-06-11,139.546997,140.188004,113.622002,124.063004,124.063004,254917400
2018-06-18,123.821999,130.153000,107.457001,121.291000,121.291000,248123800
2018-06-25,121.183998,135.097000,114.872002,129.772995,129.772995,261253000
2018-07-02,130.257004,146.500000,128.343994,138.117996,138.117996,225005400
2018-07-09,137.934998,141.160004,118.139000,123.959000,123.959000,194967100
2018-07-16,123.984001,149.360992,122.943001,128.723999,128.723999,229025600
2018-07-23,128.544006,148.304001,128.544006,135.358994,135.358994,239440900
2018-07-30,135.567993,135.701004,111.987999,117.274002,117.274002,178499100
2018-08-06,117.477997,119.882004,88.090202,93.205597,93.205597,173656900
2018-08-13,93.175903,104.902000,79.238098,98.424103,98.424103,174071100
